"SYSTEM","RANK","FAMILY","NAME","SPECIES","AUTHORITY","FOREWING_LB","FOREWING_MED","FOREWING_UB","PRED_DRY_MASS","log_DRY_MASS","SE"
37,"Species","Hepialidae","Triodia sylvina","Triodia sylvina","(Linnaeus, 1761)",12,19,26,53.6624847708272,3.9827141497552,0.105236215678974
40,"Species","Hepialidae","Korscheltellus lupulina","Korscheltellus lupulina","(Linnaeus, 1758)",11,15.5,20,28.8037766743965,3.36050651307218,0.11143414903969
42,"Species","Hepialidae","Korscheltellus fusconebulosa","Korscheltellus fusconebulosa","(De Geer, 1778)",14,20,26,62.7694683579939,4.13946878261051,0.105634280868026
46,"Species","Hepialidae","Phymatopus hecta","Phymatopus hecta","(Linnaeus, 1758)",12,14,16,21.103818280864,3.04945398528891,0.118713080708102
49,"Subspecies","Hepialidae","Hepialus humuli humuli","Hepialus humuli","(Linnaeus, 1758)",21,28,35,175.518278863154,5.16774319054877,0.126186891197227
51,"Subspecies","Hepialidae","Hepialus humuli thulensis","Hepialus humuli","Newman, 1865",21,28,35,175.518278863154,5.16774319054877,0.126186891197227
2943,"Species","Cossidae","Cossus cossus","Cossus cossus","(Linnaeus, 1758)",32,37,42,411.374496376209,6.01950398301775,0.159397270357645
2948,"Species","Cossidae","Zeuzera pyrina","Zeuzera pyrina","(Linnaeus, 1761)",22,28.5,35,185.273646140718,5.22183390051464,0.127969619809469
2952,"Species","Cossidae","Phragmataecia castaneae","Phragmataecia castaneae","(Hübner, 1790)",15,19,23,53.6624847708272,3.9827141497552,0.105236215678974
2958,"Species","Sesiidae","Pennisetia hylaeiformis","Pennisetia hylaeiformis","(Laspeyres, 1801)",11,12,13,13.1755457911195,2.57836251984031,0.133806354079322
2962,"Species","Sesiidae","Sesia apiformis","Sesia apiformis","(Clerck, 1759)",17,19,21,53.6624847708272,3.9827141497552,0.105236215678974
2964,"Species","Sesiidae","Sesia bembeciformis","Sesia bembeciformis","(Hübner, [1806])",15,17,19,38.1987795757235,3.64280356682268,0.10712822930842
2968,"Species","Sesiidae","Paranthrene tabaniformis","Paranthrene tabaniformis","(Rottemburg, 1775)",13,13.5,14,18.8839587085794,2.93831281609933,0.121875482191097
2971,"Species","Sesiidae","Synanthedon scoliaeformis","Synanthedon scoliaeformis","(Borkhausen, 1789)",12,13.5,15,18.8839587085794,2.93831281609933,0.121875482191097
2973,"Species","Sesiidae","Synanthedon spheciformis","Synanthedon spheciformis","([Denis & Schiffermüller], 1775)",12,13,14,16.8268641016599,2.82297666295441,0.125433326040184
2975,"Species","Sesiidae","Synanthedon culiciformis","Synanthedon culiciformis","(Linnaeus, 1758)",12,13,14,16.8268641016599,2.82297666295441,0.125433326040184
2977,"Species","Sesiidae","Synanthedon formicaeformis","Synanthedon formicaeformis","(Esper, 1782)",9,10,11,7.54722221750107,2.02117957735064,0.15618360410698
2979,"Species","Sesiidae","Synanthedon flaviventris","Synanthedon flaviventris","(Staudinger, 1883)",8,8.5,9,4.59291253274748,1.52451436156282,0.178851117057592
2981,"Species","Sesiidae","Synanthedon andrenaeformis","Synanthedon andrenaeformis","(Laspeyres, 1801)",9,10,11,7.54722221750107,2.02117957735064,0.15618360410698
2984,"Species","Sesiidae","Synanthedon myopaeformis","Synanthedon myopaeformis","(Borkhausen, 1789)",9,10,11,7.54722221750107,2.02117957735064,0.15618360410698
2986,"Species","Sesiidae","Synanthedon vespiformis","Synanthedon vespiformis","(Linnaeus, 1761)",10,11,12,10.0991555091431,2.31245180739532,0.143990278952465
2988,"Species","Sesiidae","Synanthedon tipuliformis","Synanthedon tipuliformis","(Clerck, 1759)",8,9,10,5.46953205553267,1.69919306533989,0.170652408679368
2992,"Species","Sesiidae","Bembecia ichneumoniformis","Bembecia ichneumoniformis","([Denis & Schiffermüller], 1775)",9,10.5,12,8.76077639676394,2.17028453078849,0.149821107448475
2996,"Species","Sesiidae","Pyropteron chrysidiformis","Pyropteron chrysidiformis","(Esper, 1782)",9,10.5,12,8.76077639676394,2.17028453078849,0.149821107448475
2998,"Species","Sesiidae","Pyropteron muscaeformis","Pyropteron muscaeformis","(Esper, 1783)",6,7,8,2.53746304325928,0.931164780029048,0.208079580960589
3003,"Species","Limacodidae","Apoda limacodes","Apoda limacodes","(Hufnagel, 1766)",10,11.5,13,11.5686448583736,2.44829840888118,0.138660767540746
3009,"Species","Limacodidae","Heterogenea asella","Heterogenea asella","([Denis & Schiffermüller], 1775)",5,8,11,3.81615270218348,1.33924276908087,0.187770041896798
3017,"Species","Zygaenidae","Jordanita globulariae","Jordanita globulariae","(Hübner, 1793)",10,12.5,15,14.9261750369032,2.70311638562042,0.129404048227279
3021,"Subspecies","Zygaenidae","Adscita statices statices","Adscita statices","(Linnaeus, 1758)",11,13,15,16.8268641016599,2.82297666295441,0.125433326040184
3023,"Subspecies","Zygaenidae","Adscita geryon geryon","Adscita geryon","(Hübner, [1813])",9,10.5,12,8.76077639676394,2.17028453078849,0.149821107448475
3029,"Subspecies","Zygaenidae","Zygaena purpuralis purpuralis","Zygaena purpuralis","(Brünnich, 1763)",14,15,16,26.0573356683405,3.26029932811008,0.113508534148229
3030,"Subspecies","Zygaenidae","Zygaena purpuralis caledonensis","Zygaena purpuralis","Reiss, 1931",14,15,16,26.0573356683405,3.26029932811008,0.113508534148229
3032,"Subspecies","Zygaenidae","Zygaena purpuralis segontii","Zygaena purpuralis","Tremewan, 1958",14,15,16,26.0573356683405,3.26029932811008,0.113508534148229
3033,"Subspecies","Zygaenidae","Zygaena purpuralis sabulosa","Zygaena purpuralis","Tremewan, 1976",14,15,16,26.0573356683405,3.26029932811008,0.113508534148229
3035,"Subspecies","Zygaenidae","Zygaena loti loti","Zygaena loti","([Denis & Schiffermüller], 1775)",14,15,16,26.0573356683405,3.26029932811008,0.113508534148229
3037,"Subspecies","Zygaenidae","Zygaena loti scotica","Zygaena loti","(Rowland-Brown, 1919)",14,15,16,26.0573356683405,3.26029932811008,0.113508534148229
3039,"Subspecies","Zygaenidae","Zygaena exulans exulans","Zygaena exulans","(Hohenwarth, 1792)",10,13,16,16.8268641016599,2.82297666295441,0.125433326040184
3040,"Subspecies","Zygaenidae","Zygaena exulans subochracea","Zygaena exulans","White, 1872",10,13,16,16.8268641016599,2.82297666295441,0.125433326040184
3042,"Subspecies","Zygaenidae","Zygaena viciae viciae","Zygaena viciae","([Denis & Schiffermüller], 1775)",12,13,14,16.8268641016599,2.82297666295441,0.125433326040184
3044,"Subspecies","Zygaenidae","Zygaena viciae ytenensis","Zygaena viciae","Briggs, 1888",12,13,14,16.8268641016599,2.82297666295441,0.125433326040184
3046,"Subspecies","Zygaenidae","Zygaena viciae argyllensis","Zygaena viciae","Tremewan, 1967",12,13,14,16.8268641016599,2.82297666295441,0.125433326040184
3047,"Subspecies","Zygaenidae","Zygaena filipendulae filipendulae","Zygaena filipendulae","(Linnaeus, 1758)",15,17,19,38.1987795757235,3.64280356682268,0.10712822930842
3048,"Subspecies","Zygaenidae","Zygaena filipendulae stephensi","Zygaena filipendulae","Dupont, 1900",15,17,19,38.1987795757235,3.64280356682268,0.10712822930842
3050,"Subspecies","Zygaenidae","Zygaena filipendulae pulcherrima","Zygaena filipendulae","Verity, 1921",15,17,19,38.1987795757235,3.64280356682268,0.10712822930842
3051,"Subspecies","Zygaenidae","Zygaena lonicerae lonicerae","Zygaena lonicerae","(Scheven, 1777)",15,17,19,38.1987795757235,3.64280356682268,0.10712822930842
3053,"Subspecies","Zygaenidae","Zygaena lonicerae latomarginata","Zygaena lonicerae","(Tutt, 1899)",15,17,19,38.1987795757235,3.64280356682268,0.10712822930842
3054,"Subspecies","Zygaenidae","Zygaena lonicerae insularis","Zygaena lonicerae","Tremewan, 1960",15,17,19,38.1987795757235,3.64280356682268,0.10712822930842
3055,"Subspecies","Zygaenidae","Zygaena lonicerae jocelynae","Zygaena lonicerae","Tremewan, 1962",15,17,19,38.1987795757235,3.64280356682268,0.10712822930842
3056,"Subspecies","Zygaenidae","Zygaena trifolii trifolii","Zygaena trifolii","(Esper, 1783)",14,16.5,19,34.8680716540031,3.55157155815476,0.108260442331944
3058,"Subspecies","Zygaenidae","Zygaena trifolii decreta","Zygaena trifolii","Verity, 1925",14,16.5,19,34.8680716540031,3.55157155815476,0.108260442331944
3059,"Subspecies","Zygaenidae","Zygaena trifolii palustrella","Zygaena trifolii","Verity, 1925",14,16.5,19,34.8680716540031,3.55157155815476,0.108260442331944
3060,"Subspecies","Zygaenidae","Zygaena trifolii subsyracusia","Zygaena trifolii","Verity, 1925",14,16.5,19,34.8680716540031,3.55157155815476,0.108260442331944
3425,"Species","Pyralidae","Aphomia sociella","Aphomia sociella","(Linnaeus, 1758)",12,14.5,17,23.4928154618193,3.15669464937772,0.115929495205081
3428,"Species","Pyralidae","Aphomia zelleri","Aphomia zelleri","(Joannis, 1932)",9,13,17,16.8268641016599,2.82297666295441,0.125433326040184
3439,"Species","Pyralidae","Achroia grisella","Achroia grisella","(Fabricius, 1794)",7,9,11,5.46953205553267,1.69919306533989,0.170652408679368
3442,"Species","Pyralidae","Galleria mellonella","Galleria mellonella","(Linnaeus, 1758)",14,16.5,19,34.8680716540031,3.55157155815476,0.108260442331944
3447,"Species","Pyralidae","Cryptoblabes bistriga","Cryptoblabes bistriga","(Haworth, 1811)",8,8.5,9,4.59291253274748,1.52451436156282,0.178851117057592
3450,"Species","Pyralidae","Salebriopsis albicilla","Salebriopsis albicilla","(Herrich-Schäffer, 1849)",8,9,10,5.46953205553267,1.69919306533989,0.170652408679368
3453,"Species","Pyralidae","Elegia similella","Elegia similella","(Zincken, 1818)",9,9.5,10,6.45222443177061,1.86442494449534,0.163113335796749
3455,"Species","Pyralidae","Ortholepis betulae","Ortholepis betulae","(Goeze, 1778)",9,11,13,10.0991555091431,2.31245180739532,0.143990278952465
3457,"Species","Pyralidae","Matilella fusca","Matilella fusca","(Haworth, 1811)",11,12,13,13.1755457911195,2.57836251984031,0.133806354079322
3459,"Species","Pyralidae","Moitrelia obductella","Moitrelia obductella","(Zeller, 1839)",10,11,12,10.0991555091431,2.31245180739532,0.143990278952465
3461,"Species","Pyralidae","Pempeliella ornatella","Pempeliella ornatella","([Denis & Schiffermüller], 1775)",11,12,13,13.1755457911195,2.57836251984031,0.133806354079322
3464,"Species","Pyralidae","Delplanqueia dilutella","Delplanqueia dilutella","([Denis & Schiffermüller], 1775)",8,9.5,11,6.45222443177061,1.86442494449534,0.163113335796749
3466,"Species","Pyralidae","Sciota hostilis","Sciota hostilis","(Stephens, 1834)",10,11,12,10.0991555091431,2.31245180739532,0.143990278952465
3467,"Species","Pyralidae","Sciota adelphella","Sciota adelphella","(Fischer von Röslerstamm, 1836)",10,11,12,10.0991555091431,2.31245180739532,0.143990278952465
3470,"Species","Pyralidae","Pima boisduvaliella","Pima boisduvaliella","(Guenée, 1845)",10,11,12,10.0991555091431,2.31245180739532,0.143990278952465
3475,"Species","Pyralidae","Oncocera semirubella","Oncocera semirubella","(Scopoli, 1763)",11,12.5,14,14.9261750369032,2.70311638562042,0.129404048227279
3479,"Species","Pyralidae","Pempelia palumbella","Pempelia palumbella","([Denis & Schiffermüller], 1775)",11,12,13,13.1755457911195,2.57836251984031,0.133806354079322
3481,"Species","Pyralidae","Rhodophaea formosa","Rhodophaea formosa","(Haworth, 1811)",9,10,11,7.54722221750107,2.02117957735064,0.15618360410698
3483,"Species","Pyralidae","Dioryctria sylvestrella","Dioryctria sylvestrella","(Ratzeburg, 1840)",13,15,17,26.0573356683405,3.26029932811008,0.113508534148229
3485,"Species","Pyralidae","Dioryctria schuetzeella","Dioryctria schuetzeella","Fuchs, 1899",10,11.5,13,11.5686448583736,2.44829840888118,0.138660767540746
3486,"Species","Pyralidae","Dioryctria simplicella","Dioryctria simplicella","Heinemann, 1863",11,12.5,14,14.9261750369032,2.70311638562042,0.129404048227279
3488,"Species","Pyralidae","Dioryctria abietella","Dioryctria abietella","([Denis & Schiffermüller], 1775)",12,13.5,15,18.8839587085794,2.93831281609933,0.121875482191097
3490,"Species","Pyralidae","Phycita roborella","Phycita roborella","([Denis & Schiffermüller], 1775)",11,12.5,14,14.9261750369032,2.70311638562042,0.129404048227279
3493,"Species","Pyralidae","Hypochalcia ahenella","Hypochalcia ahenella","([Denis & Schiffermüller], 1775)",9,11.5,14,11.5686448583736,2.44829840888118,0.138660767540746
3495,"Species","Pyralidae","Epischnia asteris","Epischnia asteris","Staudinger, 1870",11,12.5,14,14.9261750369032,2.70311638562042,0.129404048227279
3498,"Species","Pyralidae","Nephopterix angustella","Nephopterix angustella","(Hübner, 1796)",9,10,11,7.54722221750107,2.02117957735064,0.15618360410698
3503,"Species","Pyralidae","Acrobasis repandana","Acrobasis repandana","(Fabricius, 1798)",9,10,11,7.54722221750107,2.02117957735064,0.15618360410698
3506,"Species","Pyralidae","Acrobasis advenella","Acrobasis advenella","(Zincken, 1818)",9,9.5,10,6.45222443177061,1.86442494449534,0.163113335796749
3507,"Species","Pyralidae","Acrobasis suavella","Acrobasis suavella","(Zincken, 1818)",10,11,12,10.0991555091431,2.31245180739532,0.143990278952465
3508,"Species","Pyralidae","Acrobasis marmorea","Acrobasis marmorea","(Haworth, 1811)",8,9,10,5.46953205553267,1.69919306533989,0.170652408679368
3509,"Species","Pyralidae","Acrobasis consociella","Acrobasis consociella","(Hübner, [1813])",9,10,11,7.54722221750107,2.02117957735064,0.15618360410698
3511,"Species","Pyralidae","Apomyelois bistriatella","Apomyelois bistriatella","(Hulst, 1887)",7,9.5,12,6.45222443177061,1.86442494449534,0.163113335796749
3520,"Species","Pyralidae","Myelois circumvoluta","Myelois circumvoluta","(Fourcroy, 1785)",13,15,17,26.0573356683405,3.26029932811008,0.113508534148229
3524,"Species","Pyralidae","Gymnancyla canella","Gymnancyla canella","([Denis & Schiffermüller], 1775)",10,11,12,10.0991555091431,2.31245180739532,0.143990278952465
3533,"Species","Pyralidae","Assara terebrella","Assara terebrella","(Zincken, 1818)",8,10,12,7.54722221750107,2.02117957735064,0.15618360410698
3535,"Species","Pyralidae","Euzophera pinguis","Euzophera pinguis","(Haworth, 1811)",11,12,13,13.1755457911195,2.57836251984031,0.133806354079322
3537,"Species","Pyralidae","Euzophera cinerosella","Euzophera cinerosella","(Zeller, 1839)",9,10.5,12,8.76077639676394,2.17028453078849,0.149821107448475
3540,"Species","Pyralidae","Nyctegretis lineana","Nyctegretis lineana","(Scopoli, 1786)",8,8.5,9,4.59291253274748,1.52451436156282,0.178851117057592
3546,"Species","Pyralidae","Ancylosis oblitella","Ancylosis oblitella","(Zeller, 1848)",7,8.5,10,4.59291253274748,1.52451436156282,0.178851117057592
3548,"Species","Pyralidae","Homoeosoma sinuella","Homoeosoma sinuella","(Fabricius, 1794)",8,9.5,11,6.45222443177061,1.86442494449534,0.163113335796749
3549,"Species","Pyralidae","Homoeosoma nebulella","Homoeosoma nebulella","([Denis & Schiffermüller], 1775)",9,11,13,10.0991555091431,2.31245180739532,0.143990278952465
3550,"Species","Pyralidae","Homoeosoma nimbella","Homoeosoma nimbella","(Duponchel, 1837)",8,9.5,11,6.45222443177061,1.86442494449534,0.163113335796749
3552,"Species","Pyralidae","Phycitodes maritima","Phycitodes maritima","(Tengström, 1848)",8,9,10,5.46953205553267,1.69919306533989,0.170652408679368
3555,"Species","Pyralidae","Phycitodes binaevella","Phycitodes binaevella","(Hübner, [1813])",10,11.5,13,11.5686448583736,2.44829840888118,0.138660767540746
3556,"Species","Pyralidae","Phycitodes saxicola","Phycitodes saxicola","(Vaughan, 1870)",7,8.5,10,4.59291253274748,1.52451436156282,0.178851117057592
3559,"Species","Pyralidae","Vitula biviella","Vitula biviella","(Zeller, 1848)",6,7.5,9,3.13305987495969,1.14201012285022,0.197482780945447
3561,"Species","Pyralidae","Plodia interpunctella","Plodia interpunctella","(Hübner, [1813])",7,8.5,10,4.59291253274748,1.52451436156282,0.178851117057592
3564,"Species","Pyralidae","Ephestia kuehniella","Ephestia kuehniella","Zeller, 1879",8,10.5,13,8.76077639676394,2.17028453078849,0.149821107448475
3566,"Species","Pyralidae","Ephestia elutella","Ephestia elutella","(Hübner, 1796)",6,8,10,3.81615270218348,1.33924276908087,0.187770041896798
3569,"Species","Pyralidae","Ephestia unicolorella","Ephestia unicolorella","Staudinger, 1881",6,8,10,3.81615270218348,1.33924276908087,0.187770041896798
3573,"Species","Pyralidae","Cadra figulilella","Cadra figulilella","(Gregson, 1871)",6,8,10,3.81615270218348,1.33924276908087,0.187770041896798
3576,"Species","Pyralidae","Cadra cautella","Cadra cautella","(Walker, 1863)",6,8,10,3.81615270218348,1.33924276908087,0.187770041896798
3580,"Species","Pyralidae","Cadra calidella","Cadra calidella","(Guenée, 1845)",6,8,10,3.81615270218348,1.33924276908087,0.187770041896798
3585,"Species","Pyralidae","Anerastia lotella","Anerastia lotella","(Hübner, [1813])",9,10.5,12,8.76077639676394,2.17028453078849,0.149821107448475
3589,"Species","Pyralidae","Synaphe punctalis","Synaphe punctalis","(Fabricius, 1775)",10,11.5,13,11.5686448583736,2.44829840888118,0.138660767540746
3593,"Species","Pyralidae","Pyralis farinalis","Pyralis farinalis","(Linnaeus, 1758)",11,12.5,14,14.9261750369032,2.70311638562042,0.129404048227279
3599,"Species","Pyralidae","Aglossa pinguinalis","Aglossa pinguinalis","(Linnaeus, 1758)",12,15,18,26.0573356683405,3.26029932811008,0.113508534148229
3603,"Species","Pyralidae","Hypsopygia costalis","Hypsopygia costalis","(Fabricius, 1775)",8,9,10,5.46953205553267,1.69919306533989,0.170652408679368
3606,"Species","Pyralidae","Hypsopygia glaucinalis","Hypsopygia glaucinalis","(Linnaeus, 1758)",10,12,14,13.1755457911195,2.57836251984031,0.133806354079322
3609,"Species","Pyralidae","Endotricha flammealis","Endotricha flammealis","([Denis & Schiffermüller], 1775)",8,9,10,5.46953205553267,1.69919306533989,0.170652408679368
3617,"Species","Crambidae","Pyrausta cingulata","Pyrausta cingulata","(Linnaeus, 1758)",7,7.5,8,1.97977629070984,0.682983853833234,0.148548919883008
3618,"Species","Crambidae","Pyrausta sanguinalis","Pyrausta sanguinalis","(Linnaeus, 1767)",7,8,9,2.274837672033,0.821908696904645,0.140053962494073
3619,"Species","Crambidae","Pyrausta despicata","Pyrausta despicata","(Scopoli, 1763)",7,8,9,2.274837672033,0.821908696904645,0.140053962494073
3621,"Species","Crambidae","Pyrausta aurata","Pyrausta aurata","(Scopoli, 1763)",7,8,9,2.274837672033,0.821908696904645,0.140053962494073
3623,"Species","Crambidae","Pyrausta purpuralis","Pyrausta purpuralis","(Linnaeus, 1758)",7,9,11,2.93130301873773,1.07544704046473,0.128555076518968
3624,"Species","Crambidae","Pyrausta ostrinalis","Pyrausta ostrinalis","(Hübner, 1796)",7,8.5,10,2.59194491788997,0.952408527450171,0.133423104185165
3625,"Species","Crambidae","Pyrausta nigrata","Pyrausta nigrata","(Scopoli, 1763)",7,7.5,8,1.97977629070984,0.682983853833234,0.148548919883008
3634,"Species","Crambidae","Nascia cilialis","Nascia cilialis","(Hübner, 1796)",11,12,13,5.44505579728685,1.69470800376802,0.128486029907176
3636,"Species","Crambidae","Sitochroa palealis","Sitochroa palealis","([Denis & Schiffermüller], 1775)",13,14.5,16,8.18307545372311,2.10206805229255,0.149400416325246
3637,"Species","Crambidae","Sitochroa verticalis","Sitochroa verticalis","(Linnaeus, 1758)",12,13.5,15,7.01637250517221,1.94824634732811,0.139938672067887
3639,"Species","Crambidae","Anania fuscalis","Anania fuscalis","([Denis & Schiffermüller], 1775)",10,11.5,13,4.96838426917698,1.60309469050806,0.125849739316909
3640,"Species","Crambidae","Anania lancealis","Anania lancealis","([Denis & Schiffermüller], 1775)",13,14.5,16,8.18307545372311,2.10206805229255,0.149400416325246
3641,"Species","Crambidae","Anania coronata","Anania coronata","(Hufnagel, 1767)",11,12,13,5.44505579728685,1.69470800376802,0.128486029907176
3643,"Species","Crambidae","Anania stachydalis","Anania stachydalis","(Zincken, 1821)",11,11.5,12,4.96838426917698,1.60309469050806,0.125849739316909
3644,"Species","Crambidae","Anania perlucidalis","Anania perlucidalis","(Hübner, [1809])",10,11,12,4.51501433543117,1.50740836193172,0.1240459928872
3645,"Species","Crambidae","Anania terrealis","Anania terrealis","(Treitschke, 1829)",12,12.5,13,5.94518077370492,1.7825809373684,0.131800654895009
3646,"Species","Crambidae","Anania crocealis","Anania crocealis","(Hübner, 1796)",11,11.5,12,4.96838426917698,1.60309469050806,0.125849739316909
3647,"Species","Crambidae","Anania verbascalis","Anania verbascalis","([Denis & Schiffermüller], 1775)",11,12,13,5.44505579728685,1.69470800376802,0.128486029907176
3648,"Species","Crambidae","Anania funebris","Anania funebris","(Ström, 1768)",10,10.5,11,4.0847884368541,1.40726993672701,0.123242650744816
3650,"Species","Crambidae","Anania hortulata","Anania hortulata","(Linnaeus, 1758)",13,14.5,16,8.18307545372311,2.10206805229255,0.149400416325246
3658,"Species","Crambidae","Ostrinia nubilalis","Ostrinia nubilalis","(Hübner, 1796)",13,15.5,18,9.44633751254098,2.24562710157252,0.159593135073112
3661,"Species","Crambidae","Paratalanta pandalis","Paratalanta pandalis","(Hübner, [1825])",12,13,14,6.46890577923448,1.86700697198971,0.135657227867863
3663,"Species","Crambidae","Paratalanta hyalinalis","Paratalanta hyalinalis","(Hübner, 1796)",14,15,16,8.80257351837179,2.1750441239999,0.154433646797307
3666,"Species","Crambidae","Udea ferrugalis","Udea ferrugalis","(Hübner, 1796)",9,10,11,3.67754281974667,1.30224481713652,0.123614100708219
3669,"Species","Crambidae","Udea fulvalis","Udea fulvalis","(Hübner, [1809])",10,12,14,5.44505579728685,1.69470800376802,0.128486029907176
3670,"Species","Crambidae","Udea lutealis","Udea lutealis","(Hübner, [1809])",11,11.5,12,4.96838426917698,1.60309469050806,0.125849739316909
3672,"Species","Crambidae","Udea prunalis","Udea prunalis","([Denis & Schiffermüller], 1775)",11,12,13,5.44505579728685,1.69470800376802,0.128486029907176
3674,"Species","Crambidae","Udea uliginosalis","Udea uliginosalis","(Stephens, 1834)",11,12.5,14,5.94518077370492,1.7825809373684,0.131800654895009
3675,"Species","Crambidae","Udea decrepitalis","Udea decrepitalis","(Herrich-Schäffer, 1848)",11,12,13,5.44505579728685,1.69470800376802,0.128486029907176
3676,"Species","Crambidae","Udea olivalis","Udea olivalis","([Denis & Schiffermüller], 1775)",12,12.5,13,5.94518077370492,1.7825809373684,0.131800654895009
3678,"Species","Crambidae","Pleuroptya ruralis","Pleuroptya ruralis","(Scopoli, 1763)",15,16,17,10.1144891695074,2.31396896707131,0.164836134870207
3681,"Species","Crambidae","Mecyna flavalis","Mecyna flavalis","([Denis & Schiffermüller], 1775)",11,12.5,14,5.94518077370492,1.7825809373684,0.131800654895009
3682,"Species","Crambidae","Mecyna asinalis","Mecyna asinalis","(Hübner, [1819])",11,13,15,6.46890577923448,1.86700697198971,0.135657227867863
3684,"Species","Crambidae","Agrotera nemoralis","Agrotera nemoralis","(Scopoli, 1763)",9,10,11,3.67754281974667,1.30224481713652,0.123614100708219
3701,"Species","Crambidae","Palpita vitrealis","Palpita vitrealis","(Rossi, 1794)",13,14,15,7.58771809553845,2.0265309000303,0.144546749053323
3706,"Species","Crambidae","Dolicharthria punctalis","Dolicharthria punctalis","([Denis & Schiffermüller], 1775)",10,11,12,4.51501433543117,1.50740836193172,0.1240459928872
3710,"Species","Crambidae","Nomophila noctuella","Nomophila noctuella","([Denis & Schiffermüller], 1775)",12,13.5,15,7.01637250517221,1.94824634732811,0.139938672067887
3720,"Species","Crambidae","Cynaeda dentalis","Cynaeda dentalis","([Denis & Schiffermüller], 1775)",10,12,14,5.44505579728685,1.69470800376802,0.128486029907176
3723,"Species","Crambidae","Evergestis forficalis","Evergestis forficalis","(Linnaeus, 1758)",13,14,15,7.58771809553845,2.0265309000303,0.144546749053323
3725,"Species","Crambidae","Evergestis extimalis","Evergestis extimalis","(Scopoli, 1763)",12,14,16,7.58771809553845,2.0265309000303,0.144546749053323
3726,"Species","Crambidae","Evergestis limbata","Evergestis limbata","(Linnaeus, 1767)",10,10.5,11,4.0847884368541,1.40726993672701,0.123242650744816
3727,"Species","Crambidae","Evergestis pallidata","Evergestis pallidata","(Hufnagel, 1767)",12,13,14,6.46890577923448,1.86700697198971,0.135657227867863
3733,"Species","Crambidae","Scoparia subfusca","Scoparia subfusca","Haworth, 1811",10,11.5,13,4.96838426917698,1.60309469050806,0.125849739316909
3736,"Species","Crambidae","Scoparia basistrigalis","Scoparia basistrigalis","Knaggs, 1866",10,10.5,11,4.0847884368541,1.40726993672701,0.123242650744816
3737,"Species","Crambidae","Scoparia ambigualis","Scoparia ambigualis","(Treitschke, 1829)",8,9.5,11,3.29310697879691,1.19183148959503,0.12533189196115
3739,"Species","Crambidae","Scoparia ancipitella","Scoparia ancipitella","(La Harpe, 1855)",9,10,11,3.67754281974667,1.30224481713652,0.123614100708219
3741,"Species","Crambidae","Scoparia pyralella","Scoparia pyralella","([Denis & Schiffermüller], 1775)",8,9,10,2.93130301873773,1.07544704046473,0.128555076518968
3745,"Species","Crambidae","Eudonia lacustrata","Eudonia lacustrata","(Panzer, 1804)",8,8.5,9,2.59194491788997,0.952408527450171,0.133423104185165
3748,"Species","Crambidae","Eudonia murana","Eudonia murana","(Curtis, 1827)",9,10.5,12,4.0847884368541,1.40726993672701,0.123242650744816
3749,"Species","Crambidae","Eudonia angustea","Eudonia angustea","(Curtis, 1827)",8,9,10,2.93130301873773,1.07544704046473,0.128555076518968
3751,"Species","Crambidae","Eudonia alpina","Eudonia alpina","(Curtis, 1850)",10,11,12,4.51501433543117,1.50740836193172,0.1240459928872
3753,"Species","Crambidae","Eudonia lineola","Eudonia lineola","(Curtis, 1827)",9,9.5,10,3.29310697879691,1.19183148959503,0.12533189196115
3754,"Species","Crambidae","Eudonia delunella","Eudonia delunella","(Stainton, 1849)",8,8.5,9,2.59194491788997,0.952408527450171,0.133423104185165
3757,"Species","Crambidae","Eudonia truncicolella","Eudonia truncicolella","(Stainton, 1849)",9,10,11,3.67754281974667,1.30224481713652,0.123614100708219
3758,"Species","Crambidae","Eudonia mercurella","Eudonia mercurella","(Linnaeus, 1758)",7,8,9,2.274837672033,0.821908696904645,0.140053962494073
3761,"Species","Crambidae","Eudonia pallida","Eudonia pallida","(Curtis, 1827)",8,8.5,9,2.59194491788997,0.952408527450171,0.133423104185165
3766,"Species","Crambidae","Chilo phragmitella","Chilo phragmitella","(Hübner, [1810])",12,15.5,19,9.44633751254098,2.24562710157252,0.159593135073112
3770,"Species","Crambidae","Calamotropha paludella","Calamotropha paludella","(Hübner, [1824])",12,13.5,15,7.01637250517221,1.94824634732811,0.139938672067887
3772,"Species","Crambidae","Chrysoteuchia culmella","Chrysoteuchia culmella","(Linnaeus, 1758)",9,10.5,12,4.0847884368541,1.40726993672701,0.123242650744816
3775,"Species","Crambidae","Crambus pascuella","Crambus pascuella","(Linnaeus, 1758)",11,12,13,5.44505579728685,1.69470800376802,0.128486029907176
3776,"Species","Crambidae","Crambus silvella","Crambus silvella","(Hübner, [1813])",10,11.5,13,4.96838426917698,1.60309469050806,0.125849739316909
3777,"Species","Crambidae","Crambus uliginosellus","Crambus uliginosellus","Zeller, 1850",9,10,11,3.67754281974667,1.30224481713652,0.123614100708219
3778,"Species","Crambidae","Crambus ericella","Crambus ericella","(Hübner, [1813])",10,12,14,5.44505579728685,1.69470800376802,0.128486029907176
3779,"Species","Crambidae","Crambus pratella","Crambus pratella","(Linnaeus, 1758)",10,11,12,4.51501433543117,1.50740836193172,0.1240459928872
3781,"Species","Crambidae","Crambus lathoniellus","Crambus lathoniellus","(Zincken, 1817)",9,10,11,3.67754281974667,1.30224481713652,0.123614100708219
