class,order,family,species,taxa,latitude,abs_latitude,longitude,life_stage,habitat,breathing_mode,ctmax,ctmin,body_mass,time_ctmax,time_ctmin,reference,reference_add
Actinopterygii,Perciformes,Cichlidae,Apistogramma borellii,fish,-3.08,3.08,-59.99,Adult,Aquatic,Water,41.3,NA,-0.518557371,1.618048097,NA,53,
Actinopterygii,Characiformes,Characidae,Colossoma macropomum,fish,-2.86,2.86,-59.14,Non-adult,Aquatic,Water,44,NA,-0.237321436,1.653212514,NA,53,
Actinopterygii,Characiformes,Characidae,Brycon amazonicus,fish,-2.86,2.86,-59.14,Non-adult,Aquatic,Water,39.4,NA,0.16879202,1.342422681,NA,53,
Actinopterygii,Perciformes,Cichlidae,Astronotus ocellatus,fish,-2.86,2.86,-59.14,Non-adult,Aquatic,Water,39.7,NA,0.47348697,1.767155866,NA,53,
Actinopterygii,Cypriniformes,Cyprinidae,Barilius bendelisis,fish,29.45,29.45,79.47,Non-adult,Aquatic,Water,36.02,2.77,0.881954971,1.666205875,1.418853478,54,
Actinopterygii,Perciformes,Gobiidae,Bathygobius fuscus,fish,-5.46,5.46,123.78,Adult,Intertidal,Water,42.4,9.2,-0.096910013,1.496006599,1.414973348,55,
Actinopterygii,Mugiliformes,Mugilidae,Ellochelon vaigiensis,fish,-5.46,5.46,123.78,Adult,Aquatic,Water,44.5,9.9,0.113943352,1.583576586,1.374137094,55,
Actinopterygii,Perciformes,Apogonidae,Ostorhinchus novemfasciatus,fish,-5.46,5.46,123.78,Adult,Aquatic,Water,40.1,12.9,-0.397940009,1.374137094,1.135662602,55,
Actinopterygii,Perciformes,Gobiidae,Bathygobius soporator,fish,24.63,24.63,-82.92,Non-adult,Intertidal,Water,40.92,NA,0.322219295,1.520197907,NA,56,
Actinopterygii,Perciformes,Lutjanidae,Lutjanus apodus,fish,24.63,24.63,-82.92,Non-adult,Aquatic,Water,40.9,NA,0.041392685,1.519525103,NA,56,
Actinopterygii,Perciformes,Haemulidae,Haemulon flavolineatum,fish,24.63,24.63,-82.92,Non-adult,Aquatic,Water,36.17,NA,0.146128036,1.32115745,NA,56,
Actinopterygii,Cypriniformes,Cyprinidae,Campostoma anomalum,fish,39.51,39.51,-84.7,Adult,Aquatic,Water,35.8,NA,0,1.10720997,NA,57,
Actinopterygii,Perciformes,Pomacentridae,Cirrhinus mrigala,fish,19.59,19.59,72.83,Non-adult,Aquatic,Water,43.1,12.1,1.397940009,1.374137094,1.665893546,58,
Actinopterygii,Cypriniformes,Cyprinidae,Labeo rohita,fish,19.59,19.59,72.83,Non-adult,Aquatic,Water,42.9,13.7,1.477121255,1.361727836,1.612783857,58,
Actinopterygii,Cypriniformes,Cyprinidae,Catla catla,fish,19.59,19.59,72.83,Non-adult,Aquatic,Water,42.7,13.9,1.447158031,1.348953548,1.605664116,58,
Actinopterygii,Cypriniformes,Cyprinidae,Plagopterus argentissimus,fish,38.86,38.86,-113.92,Adult,Aquatic,Water,39.47,NA,0.525044807,1.780257289,NA,59,
Actinopterygii,Cypriniformes,Cyprinidae,Gila robusta,fish,38.86,38.86,-113.92,Adult,Aquatic,Water,36.41,NA,1.796574333,1.677074403,NA,59,
Actinopterygii,Cypriniformes,Catostomidae ,Catostomus latipinnis,fish,38.86,38.86,-113.92,Adult,Aquatic,Water,37.17,NA,1.213517757,1.705079337,NA,59,
Actinopterygii,Perciformes,Nototheniidae,Lepidonotothen squamifrons,fish,-64.13,64.13,-62.66,Adult,Aquatic,Water,14.2,NA,2.84509804,2.374137094,NA,60,
Actinopterygii,Perciformes,Channichthyidae,Chionodraco rastrospinosus,fish,-64.13,64.13,-62.66,Adult,Aquatic,Water,13.3,NA,2.84509804,2.345700391,NA,60,
Actinopterygii,Perciformes,Channichthyidae,Chaenocephalus aceratus,fish,-64.13,64.13,-62.66,Adult,Aquatic,Water,13.9,NA,2.84509804,2.36486355,NA,60,
Actinopterygii,Perciformes,Apogonidae,Cheilodipterus quinquelineatus,fish,-14.6,14.6,145.46,Adult,Aquatic,Water,38.4,NA,0.86923172,2.447158031,NA,61,
Actinopterygii,Scorpaeniformes,Cottidae,Cottus paulus,fish,33.14,33.14,-85.63,Adult,Aquatic,Water,31.67,NA,-0.045757491,1.347004579,NA,63,
Actinopterygii,Scorpaeniformes,Cottidae,Cottus carolinae,fish,34.77,34.77,-84.78,Adult,Aquatic,Water,34.34,NA,0.657055853,1.493225622,NA,63,
Actinopterygii,Scorpaeniformes,Cottidae,Cottus bairdi,fish,34.19,34.19,-84.95,Adult,Aquatic,Water,33.83,NA,0.523746467,1.468839449,NA,63,
Actinopterygii,Cypriniformes,Cyprinidae,Ctenopharyngodon idella,fish,35,35,-92.2,Adult,Aquatic,Water,39.3,NA,0.491361694,1.5132176,NA,64,
Actinopterygii,Cypriniformes,Cyprinidae,Hypophthalmichthys nobilis,fish,35,35,-92.2,Adult,Aquatic,Water,38.8,NA,0.414973348,1.499687083,NA,64,
Actinopterygii,Perciformes,Sciaenidae,Sciaenops ocellatus,fish,30.28,30.28,-97.73,Adult,Aquatic,Water,36.5,NA,1.618048097,2.619788758,NA,65,
Actinopterygii,Scorpaeniformes,Cyclopteridae,Cyclopterus lumpus,fish,45.57,45.57,-52.73,Adult,Aquatic,Water,22.3,NA,1.356025857,2.612783857,NA,65,
Actinopterygii,Cypriniformes,Cyprinidae,Notropis girardi,fish,35.93,35.93,-100.04,Non-adult,Aquatic,Water,38.64,NA,-0.298931899,1.13481437,NA,66,
Actinopterygii,Cypriniformes,Cyprinidae,Notropis atherinoides,fish,35.93,35.93,-100.04,Non-adult,Aquatic,Water,37.65,NA,-0.434743486,1.102090526,NA,66,
Actinopterygii,Cypriniformes,Cyprinidae,Hybognathus placitus,fish,35.93,35.93,-100.04,Non-adult,Aquatic,Water,39.95,NA,0.029383778,1.174641193,NA,66,
Actinopterygii,Cypriniformes,Cyprinidae,Cyprinella lutrensis,fish,35.93,35.93,-100.04,Non-adult,Aquatic,Water,38.99,NA,-0.292429824,1.145817714,NA,66,
Actinopterygii,Cypriniformes,Cyprinidae,Luxilus chrysocephalus,fish,39.3,39.3,-84.6,Adult,Aquatic,Water,30.8,4.5,0.579783597,1.29666519,1.544068044,67,
Actinopterygii,Cypriniformes,Cyprinidae,Cyprinella spiloptera,fish,39.3,39.3,-84.6,Adult,Aquatic,Water,31.8,4.5,0.62838893,1.318063335,1.544068044,67,
Actinopterygii,Cypriniformes,Cyprinidae,Pimephales notatus,fish,39.3,39.3,-84.6,Adult,Aquatic,Water,31.3,6.4,0.62324929,1.307496038,1.494154594,67,
Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia yucatana,fish,16.8,16.8,-88.1,Adult,Aquatic,Water,42.2,NA,-0.721246399,1.609238576,NA,68,
Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Floridichthys carpio,fish,16.8,16.8,-88.1,Adult,Aquatic,Water,42.2,NA,0.133538908,1.609238576,NA,68,
Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Cyprinodon artifrons,fish,16.8,16.8,-88.1,Adult,Aquatic,Water,43.7,NA,-0.568636236,1.659599312,NA,68,
Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Cyprinodon variegatus,fish,26.06,26.06,-97.15,Adult,Aquatic,Water,44.2,0.6,0.093421685,2.152288344,1.643452676,69,
Actinopterygii,Cypriniformes,Cyprinidae,Danio choprai,fish,49.26,49.26,-123.17,Adult,Aquatic,Water,37.2,NA,-0.515700161,1.609238576,NA,70,
Actinopterygii,Cypriniformes,Cyprinidae,Danio albolineatus,fish,49.26,49.26,-123.17,Adult,Aquatic,Water,38.9,NA,-0.207608311,1.665893546,NA,70,
Actinopterygii,Cypriniformes,Cyprinidae,Danio rerio,fish,33.14,33.14,-97,Adult,Aquatic,Water,41.7,6.2,-0.096910013,1.591064607,1.662757832,71,
Actinopterygii,Perciformes,Moronidae,Dicentrarchus labrax,fish,36.76,36.76,35.79,Non-adult,Aquatic,Water,36,4.1,1.505149978,1.56427143,1.560305243,72,
Actinopterygii,Cypriniformes,Cyprinidae,Dionda diaboli,fish,29.12,29.12,-100.71,Non-adult,Aquatic,Water,37.8,NA,-1.643759937,1.556302501,NA,73,
Actinopterygii,Pleuronectiformes,Soleidae,Pegusa lascaris,fish,38.68,38.68,-9.41,Adult,Aquatic,Water,32.9,NA,1.831677849,2.745270024,NA,74,
Actinopterygii,Mugiliformes,Mugilidae,Liza ramado,fish,38.68,38.68,-9.41,Adult,Aquatic,Water,37.9,NA,-0.091514981,2.938894818,NA,74,
Actinopterygii,Perciformes,Gobiidae,Gobius niger,fish,38.68,38.68,-9.41,Adult,Intertidal,Water,34,NA,1.051923916,2.795880017,NA,74,
Actinopterygii,Perciformes,Gobiidae,Gobius cobitis,fish,38.68,38.68,-9.41,Adult,Intertidal,Water,33.7,NA,0.103803721,2.782651752,NA,74,
Actinopterygii,Perciformes,Sparidae,Diplodus vulgaris,fish,38.68,38.68,-9.41,Adult,Aquatic,Water,31,NA,0.827369273,2.640978057,NA,74,
Actinopterygii,Perciformes,Sparidae,Diplodus sargus,fish,38.68,38.68,-9.41,Adult,Aquatic,Water,33.8,NA,-0.187086643,2.787106093,NA,74,
Actinopterygii,Perciformes,Sparidae,Diplodus bellottii,fish,38.68,38.68,-9.41,Adult,Aquatic,Water,27.3,NA,1.2509077,2.314393957,NA,74,
Actinopterygii,Clupleiformes,Cupleidae,Dorosoma petenense,fish,37.74,37.74,-121.42,Adult,Aquatic,Water,33.3,NA,1.130333768,1.441956838,NA,75,
Actinopterygii,Perciformes,Gobiidae,Elacatinus lobeli,fish,16.76,16.76,-88.14,Non-adult,Aquatic,Water,39.1,13.8,-0.508638306,1.568201724,1.315270435,76,
Actinopterygii,Perciformes,Gobiidae,Elacatinus oceanops,fish,25.16,25.16,-80.29,Non-adult,Aquatic,Water,35.5,14.7,0.049218023,1.397940009,1.247154615,76,
Actinopterygii,Atheriniformes,Atherinopsidae,Odontesthes nigricans,fish,-54.86,54.86,-67.26,Non-adult,Aquatic,Water,32.3,-2.2,0.62838893,1.73506635,1.315270435,77,
Actinopterygii,Perciformes,Eleginopsidae,Eleginops maclovinus,fish,-54.86,54.86,-67.26,Non-adult,Aquatic,Water,30.69,-2.19,0.62324929,1.689900541,1.314569394,77,
Actinopterygii,Perciformes,Percidae,Etheostoma flabellare,fish,40.5,40.5,-83.87,Adult,Aquatic,Water,34.9,NA,-0.552841969,1.173186268,NA,78,
Actinopterygii,Perciformes,Percidae,Etheostoma caeruleum,fish,40.5,40.5,-83.87,Adult,Aquatic,Water,34.8,NA,-0.721246399,1.170261715,NA,78,
Actinopterygii,Perciformes,Percidae,Etheostoma nigrum,fish,40.39,40.39,-104.65,Adult,Aquatic,Water,37.3,NA,-0.657577319,1.164352856,NA,79,
Actinopterygii,Perciformes,Percidae,Etheostoma cragini,fish,39.12,39.12,-104.18,Adult,Aquatic,Water,38.5,NA,-0.431798276,1.230448921,NA,79,
Actinopterygii,Perciformes,Terapontidae,Terapon jarbua,fish,11.48,11.48,79.78,Adult,Aquatic,Water,42,NA,0.653212514,1.146128036,NA,80,
Actinopterygii,Perciformes,Siganidae,Siganus javus,fish,11.48,11.48,79.78,Adult,Aquatic,Water,39.5,NA,0.653212514,1.06069784,NA,80,
Actinopterygii,Perciformes,Scatophagidae,Scatophagus argus,fish,11.48,11.48,79.78,Adult,Aquatic,Water,42.5,NA,0.653212514,1.161368002,NA,80,
Actinopterygii,Perciformes,Cichlidae,Etroplus suratensis,fish,11.48,11.48,79.78,Adult,Aquatic,Water,42.25,NA,0.653212514,1.153814864,NA,80,
Actinopterygii,Perciformes,Tripterygiidae,Forsterygion lapillum,fish,-36.26,36.26,174.81,Adult,Intertidal,Water,31.5,NA,0.184691431,2.096910013,NA,81,
Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus heteroclitus,fish,31.15,31.15,-81.3,Adult,Aquatic,Water,42.5,-1.1,0.920123326,1.452297671,1.054357662,82,
Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia affinis,fish,32.99,32.99,-109.9,Adult,Aquatic,Water,43.2,NA,-0.508638306,1.436692598,NA,83,
Actinopterygii,Gasterosteiformes,Gasterosteidae,Gasterosteus aculeatus,fish,34.4,34.4,-118.75,Non-adult,Aquatic,Water,33.6,NA,0.113943352,1.77815125,NA,84,
Actinopterygii,Perciformes,Nototheniidae,Trematomus pennellii,fish,-77.49,77.49,165,Adult,Aquatic,Water,15.4,NA,1.873320602,1.579783597,NA,85,
Actinopterygii,Perciformes,Nototheniidae,Trematomus hansoni,fish,-77.49,77.49,165,Adult,Aquatic,Water,15.4,NA,2.228656958,1.579783597,NA,85,
Actinopterygii,Perciformes,Nototheniidae,Trematomus bernacchii,fish,-77.49,77.49,165,Adult,Aquatic,Water,15,NA,1.903089987,1.56427143,NA,85,
Actinopterygii,Perciformes,Nototheniidae,Pagothenia borchgrevinki,fish,-77.49,77.49,165,Adult,Aquatic,Water,15.2,NA,2.006466042,1.572096768,NA,85,
Actinopterygii,Perciformes,Zoarcidae,Pachycara brachycephalum,fish,-77.49,77.49,165,Adult,Aquatic,Water,17.2,NA,1.793790385,1.643452676,NA,85,
Actinopterygii,Perciformes,Nototheniidae,Notothenia coriiceps,fish,-77.49,77.49,165,Adult,Aquatic,Water,17.4,NA,2.537819095,1.649983544,NA,85,
Actinopterygii,Perciformes,Zoarcidae,Lycodichthys dearborni,fish,-77.49,77.49,165,Adult,Aquatic,Water,15.4,NA,1.439332694,1.579783597,NA,85,
Actinopterygii,Perciformes,Nototheniidae,Gobionotothen gibberifrons,fish,-77.49,77.49,165,Adult,Aquatic,Water,17.9,NA,2.694605199,1.665893546,NA,85,
Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus erectus,fish,21.28,21.28,-89.66,Non-adult,Aquatic,Water,33.4,10.2,-0.522878745,0.385350881,0.937852093,86,
Actinopterygii,Siluriformes,Bagridae,Horabagrus brachysoma,fish,21.85,21.85,72.83,Adult,Aquatic,Water,42.8,13.2,1.361916619,1.355387658,0.77815125,87,
Actinopterygii,Osmeriformes,Osmeridae,Hypomesus transpacificus,fish,38.53,38.53,-121.75,Non-adult,Aquatic,Water,29,NA,-0.096910013,1.500602351,NA,88,
Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus mykiss gairdneri,fish,40.93,40.93,-121.54,Non-adult,Aquatic,Water,29.8,0.1,0.301029996,1.514104821,1.696065014,89,
Actinopterygii,Siluriformes,Ictaluridae,Ictalurus punctatus,fish,34.77,34.77,-96.67,Non-adult,Aquatic,Water,40.3,2.7,1.176091259,1.53571597,1.760924848,89,
Actinopterygii,Perciformes,Centrarchidae,Micropterus salmoides,fish,34.77,34.77,-96.67,Non-adult,Aquatic,Water,38.5,3.2,1.176091259,1.452297671,1.748188027,89,
Actinopterygii,Cypriniformes,Cyprinidae,Lepidomeda copei,fish,40.96,40.96,-110.73,Non-adult,Aquatic,Water,35,NA,-0.508638306,1.544068044,NA,90,
Actinopterygii,Perciformes,Centrarchidae,Lepomis megalotis,fish,30.62,30.62,-95.53,Non-adult,Aquatic,Water,40,NA,1.419955748,1,NA,91,
Actinopterygii,Perciformes,Blenniidae,Lipophrys pholis,fish,54.08,54.08,-4.75,Non-adult,Intertidal,Water,35.1,-1.3,1.190331698,2.400825697,2.274927193,92,
Actinopterygii,Cypriniformes,Cyprinidae,Mylopharodon conocephalus,fish,39.41,39.41,-121.62,Adult,Aquatic,Water,36.7,0.3,2.87667961,1.549671922,1.649172536,93,
Actinopterygii,Perciformes,Gobiidae,Neogobius melanostomus,fish,37.9,37.9,-122.04,Adult,Intertidal,Water,33.4,NA,0.838849091,1.264817823,NA,94,
Actinopterygii,Perciformes,Labridae,Notolabrus celidotus,fish,-43.6,43.6,172.84,Adult,Aquatic,Water,32.4,3.5,1.222456337,2.447158031,2.176091259,95,
Actinopterygii,Salmoniformes,Salmonidae,Salvelinus fontinalis,fish,33.93,33.93,-109.58,Non-adult,Aquatic,Water,29.8,NA,1.787460475,2.69019608,NA,96,
Actinopterygii,Salmoniformes,Salmonidae,Salmo trutta,fish,33.93,33.93,-109.58,Non-adult,Aquatic,Water,29.9,NA,1.766412847,2.694605199,NA,96,
Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus gilae,fish,33.3,33.3,-107.96,Non-adult,Aquatic,Water,29.6,NA,1.744136452,2.681241237,NA,96,
Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus kisutch,fish,46.28,46.28,-119.28,Non-adult,Aquatic,Water,29.63,NA,1.217483944,1.165244326,NA,97,
Actinopterygii,Siluriformes,Pangasiidae,Pangasius pangasius,fish,22.57,22.57,88.39,Adult,Aquatic,Water,44.1,12.4,1.356025857,1.30820858,1.768391413,98,
Actinopterygii,Characiformes,Characidae,Paracheirodon simulans,fish,-3.14,3.14,-59.93,Non-adult,Aquatic,Water,42,12,-1.22184875,2.795880017,2.837272703,99,
Actinopterygii,Characiformes,Characidae,Paracheirodon axelrodi,fish,-3.14,3.14,-59.93,Non-adult,Aquatic,Water,41,12,-0.698970004,2.750122527,2.837272703,99,
Actinopterygii,Pleuronectiformes,Paralichthyidae,Paralichthys olivaceus,fish,37.57,37.57,126.99,Adult,Aquatic,Water,28.4,NA,2.618048097,2.322219295,NA,100,
Actinopterygii,Characiformes,Characidae,Piaractus brachypomus,fish,30.54,30.54,-87.21,Non-adult,Aquatic,Water,44.4,10.3,1.08278537,1.672097858,1.491361694,102,
Actinopterygii,Perciformes,Serranidae,Plectropomus leopardus,fish,-14.68,14.68,145.45,Adult,Aquatic,Water,38.3,NA,2.653212514,1.72427587,NA,103,
Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia sphenops,fish,17.03,17.03,-96.5,Adult,Aquatic,Water,43,8,0.053078443,0.903089987,1.079181246,104,
Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilla reticulata,fish,10.42,10.42,-64.19,Non-adult,Aquatic,Water,40.33,NA,-0.744727495,1.263043983,NA,105,
Actinopterygii,Cypriniformes,Cyprinidae,Pogonichthys macrolepidotus,fish,38.05,38.05,-121.84,Non-adult,Aquatic,Water,33,6.8,0.397940009,2.113943352,2.105510185,106,
Actinopterygii,Characiformes,Prochilodontidae,Prochilodus lineatus,fish,-22,22,-47.42,Adult,Aquatic,Water,42.62,6.53,2.396199347,1.881954971,1.92788341,107,
Actinopterygii,Perciformes,Cichlidae,Pseudocrenilabrus multicolor,fish,-0.27,0.27,31.86,Adult,Aquatic,Water,41.1,NA,0.33243846,1.481920138,NA,108,
Actinopterygii,Scorpaeniformes,Scorpaenidae,Pterois volitans,fish,27.74,27.74,-78.71,Adult,Aquatic,Water,37.3,NA,2.240549248,1.788875116,NA,109,
Actinopterygii,Perciformes,Cichlidae,Pterophyllum scalare,fish,19.32,19.32,-99.18,Adult,Aquatic,Water,41.2,NA,0.946943271,0.963787827,NA,110,
Actinopterygii,Cypriniformes,Cyprinidae,Rhinichthys osculus,fish,42.86,42.86,-109.86,Adult,Aquatic,Water,34.9,NA,0.986771734,1.244414578,NA,111,
Actinopterygii,Salmoniformes,Salmonidae,Salmo salar,fish,54.24,54.24,-3,Non-adult,Aquatic,Water,32.9,NA,1.041392685,1.633468456,NA,112,
Actinopterygii,Perciformes,Blenniidae,Scartella cristata,fish,-23.83,23.83,-45.44,Non-adult,Intertidal,Water,38.53,NA,0.11058971,2.036761931,NA,113,
Actinopterygii,Scorpaeniformes,Sebastidae,Sebastiscus marmoratus,fish,34.98,34.98,138.36,Adult,Aquatic,Water,32.8,4.9,1.029383778,1.989004616,2.101231387,114,
Actinopterygii,Cypriniformes,Cyprinidae,Siphateles bicolor,fish,35.65,35.65,-117.66,Adult,Aquatic,Water,36.2,2.8,1.059941888,1.646263654,2.035715552,115,
Actinopterygii,Tetraodontiformes,Tetraodontidae,Sphoeroides annulatus,fish,29.06,29.06,-110.95,Adult,Aquatic,Water,41.3,NA,0.809559715,1.012837225,NA,116,
Actinopterygii,Salmoniformes,Salmonidae,Thymallus arcticus,fish,45.65,45.65,-112.9,Non-adult,Aquatic,Water,29.3,NA,1.290034611,1.366422957,NA,117,
Actinopterygii,Cypriniformes,Cyprinidae,Tor putitora,fish,29.36,29.36,79.55,Non-adult,Aquatic,Water,41.8,NA,1.134177108,1.514104821,NA,118,
Actinopterygii,Perciformes,Gobiidae,Tridentiger bifasciatus,fish,38.15,38.15,-122.05,Adult,Intertidal,Water,37,NA,0.880813592,1.929418926,NA,119,
Actinopterygii,Cyprinodontiformes,Poeciliidae,Xiphophorus maculatus,fish,-25,25,-49,Adult,Aquatic,Water,41.5,9.6,0.041392685,1.963787827,1.635483747,120,
Actinopterygii,Perciformes,Zoarcidae,Zoarces viviparus,fish,58.32,58.32,20.1,Adult,Aquatic,Water,26.6,NA,1.676053125,1.164352856,NA,121,
Insecta,Coleoptera,Elmidae,Limnius volckmari,insect,50.4,50.4,-4.28,Adult,Aquatic,Water,36.375,NA,-2.635918259,2.02325246,NA,123,
Insecta,Ephemeroptera,Heptageniidae,Rhitrogena semicolorata,insect,50.4,50.4,-4.28,Non-adult,Aquatic,Water,32,NA,-1.863279433,1.944482672,NA,123,
Insecta,Ephemeroptera,Heptageniidae,Ecdyonurus insignis,insect,50.4,50.4,-4.28,Non-adult,Aquatic,Water,35.38,NA,-1.253210168,2.006551609,NA,123,
Insecta,Odonata,Cordulegastridae,Cordulegaster boltonii,insect,50.4,50.4,-4.28,Non-adult,Aquatic,Water,39.08,NA,-0.265424174,2.065654394,NA,123,
Insecta,Odonata,Calopterygidae,Calopteryx virgo,insect,50.4,50.4,-4.28,Non-adult,Aquatic,Water,39.14,NA,-0.937079736,2.066549539,NA,123,
Insecta,Plecoptera,Perlodidae,Isoperla namata,insect,36.22,36.22,-94.67,Non-adult,Aquatic,Water,33.28,NA,-1.721246399,1.706064821,NA,126,
Insecta,Plecoptera,Perlidae,Agnetina capitata,insect,36.22,36.22,-94.67,Non-adult,Aquatic,Water,36.28,NA,-1.494850022,1.753628113,NA,126,
Insecta,Hemiptera,Naucoridae,Ilyocorus cimicoides,insect,50.4,50.4,-4.28,Adult,Aquatic,Water,41.55,NA,-0.969470673,2.101059355,NA,130,
Insecta,Hemiptera,Aphelocheiridae,Aphelocheirus aestivalis,insect,50.4,50.4,-4.28,Adult,Aquatic,Water,36.6,NA,-1.279320161,2.026941628,NA,130,
Insecta,Plecoptera,Perlidae,Dinocras cephalotes,insect,50.52,50.52,-3.82,Non-adult,Aquatic,Water,35.65,NA,-0.623423043,2.011147361,NA,140,
Insecta,Ephemeroptera,Ephemerellidae,Serratella ignita,insect,50.91,50.91,-4.07,Non-adult,Aquatic,Water,35.45,NA,-2.346787486,2.007747778,NA,143,
Insecta,Ephemeroptera,Ephemeridae,Ephemera danica,insect,50.91,50.91,-4.07,Non-adult,Aquatic,Water,38.63,NA,-1.233587153,2.058881339,NA,143,
Insecta,Odonata,Corduliidae,Tetragoneuria cynosura,insect,33.19,33.19,-81.75,Non-adult,Aquatic,Water,40.96,NA,-1.096910013,0.651278014,NA,146,
Insecta,Odonata,Corduliidae,Neurocordulia alabamensis,insect,33.19,33.19,-81.75,Non-adult,Aquatic,Water,38.15,NA,-1.37675071,0.48784512,NA,146,
Insecta,Odonata,Macromiidae,Macromia illinoiensis,insect,33.19,33.19,-81.75,Non-adult,Aquatic,Water,38.81,NA,-1.055517328,0.532117116,NA,146,
Insecta,Odonata,Libellulidae,Ladona deplanata,insect,33.19,33.19,-81.75,Non-adult,Aquatic,Water,41.25,NA,-1.070581074,0.665111737,NA,146,
Insecta,Plecoptera,Nemouridae,Lednia tumana,insect,48.7,48.7,-113.68,Non-adult,Aquatic,Water,21.85,NA,-3,1.648360011,NA,147,
Insecta,Plecoptera,Pteronarcyidae,Pteronarcys dorsata,insect,44.02,44.02,-85.63,Non-adult,Aquatic,Water,36.6,NA,-2,1.403019534,NA,151,
Actinopterygii,Mugiliformes,Mugilidae,Mugil curema,fish,2.96,2.96,-78.18,Non-adult,Aquatic,Water,40.8,10.8,0.204119983,3.155336037,3.195899652,62,175
Actinopterygii,Perciformes,Cirrhitidae,Cirrhitichthys oxycephalus,fish,2.96,2.96,-78.18,Adult,Aquatic,Water,35.8,11.4,0.176091259,2.968482949,3.178976947,62,175
Actinopterygii,Perciformes,Lutjanidae,Lutjanus guttatus,fish,2.96,2.96,-78.18,Non-adult,Aquatic,Water,37.4,12,0.789580712,3.037426498,3.161368002,62,175
Actinopterygii,Perciformes,Gerreidae,Eucinostomus gracilis,fish,2.96,2.96,-78.18,Non-adult,Aquatic,Water,38,12.4,-0.795880017,3.06069784,3.149219113,62,175
Actinopterygii,Perciformes,Haemulidae,Haemulon steindachneri,fish,2.96,2.96,-78.18,Adult,Aquatic,Water,37.2,13.2,0.340444115,3.029383778,3.123851641,62,175
Actinopterygii,Perciformes,Labridae,Thalassoma lucasanum,fish,2.96,2.96,-78.18,Adult,Aquatic,Water,36,16.4,0.602059991,2.977723605,3.004321374,62,175
