"edv_code","species","family","individuals_measured","sex_measured","saproxylic_beetle_europe","saproxylic_beetle_germany","rl_cat_germany","rl_population_current_germnany","sexual_dimorphism_regarding_13_traits_extinction_risk_analyses","sexual_dimorphism_comment","sexual_dimorphism_other_morphological_charact","mean_body_length_literature","colour_lightness","mass","body_length","body_width","body_height","body_roundness","head_length","head_width","pronotum_length","pronotum_width","elytra_length","elytra_width","wing_length","wing_width","wing_area","wing_aspect","wing_load","antenna_length","mandible_length","proximal_mandible_width","mandible_aspect","eye_length","eye_area","front_femur_length","front_femur_width","front_tibia_length","mid_femur_length","mid_femur_width","mid_tibia_length","hind_femur_length","hind_femur_width","hind_tibia_length","hairiness_head_dorsal","hairiness_pronotum_dorsal","hairiness_abdomen_dorsal","hairiness_abdomen_ventral","hairiness_total","residuals_body_width","residuals_head_length","residuals_wing_length","residuals_wing_load","residuals_front_femur_length","residuals_antenna_length","residuals_eye_length"
"692","70-.004-.0021.","Nacerdes_carniolica","Oedemeridae",1,NA,1,1,"*","s",0,"","",13,132.87,NA,15.021,3.467,3.088,0.891,2.188,2.123,2.142,2.051,11.485,1.969,NA,NA,NA,NA,NA,8.421,0.995,0.439,0.441,1.281,0.823,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.639,21.475,24.378,NA,25.164,-0.429,-0.108,NA,NA,NA,0.768,0.491
"693","70-.005-.001-.","Ditylus_laevis","Oedemeridae",1,NA,1,1,"1","es",0,"","",15.5,121.09,104.339,16.836,5.267,4.126,0.783,2.833,3.016,3.032,3.511,10.693,2.585,13.725,5.379,60.384,2.552,1.728,8.112,1.494,0.615,0.412,1.142,0.661,2.657,0.91,2.574,3.039,0.868,3.244,3.238,0.925,4.11,11.936,13.675,36.75,NA,20.787,-0.113,0.045,-0.082,0.193,-0.057,0.627,0.281
"694","70-.006-.001-.","Chrysanthia_viridissima","Oedemeridae",1,NA,1,1,"*","mh",0,"","",8.5,138.93,11.286,7.306,1.819,1.534,0.843,1.457,1.361,1.387,1.27,4.395,0.996,5.632,2.122,10.219,2.654,1.104,3.114,0.398,0.118,0.296,0.479,0.134,1.586,0.336,1.595,1.784,0.328,1.706,1.835,0.334,2.116,0,0,44.177,32.286,19.116,-0.427,0.147,-0.259,0.564,0.187,0.423,0.11
"695","70-.006-.002-.","Chrysanthia_geniculata","Oedemeridae",1,NA,1,1,"*","h",0,"","",6.5,140.73,7.158,6.48,1.979,1.353,0.684,1.186,1.068,1.084,1.025,4.364,0.841,4.91,1.956,7.391,2.51,0.968,3.723,0.511,0.132,0.258,0.372,0.078,1.243,0.248,1.351,1.344,0.237,1.44,1.503,0.248,1.871,0,0,46.373,0,11.593,-0.235,0.051,-0.294,0.551,0.053,0.709,-0.043
"696","70-.007-.001-.","Ischnomera_sanguinicollis","Oedemeridae",1,NA,1,1,"3","s",0,"","",10,133.16,NA,9.128,2.325,1.874,0.806,0.89,1.4,1.462,1.605,7.488,1.276,NA,NA,NA,NA,NA,5.356,0.595,0.148,0.249,0.573,0.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.465,26.055,36.05,NA,31.856,-0.382,-0.55,NA,NA,NA,0.764,0.103
"697","70-.007-.002-.","Ischnomera_caerulea","Oedemeridae",1,NA,1,1,"G","s",0,"","",8,121.92,9.669,7.69,2.07,1.869,0.903,1.293,1.265,1.256,1.352,5.771,0.973,7.221,2.888,17.153,2.5,0.564,4.107,0.359,0.223,0.621,0.506,0.148,1.416,0.361,1.219,1.538,0.326,1.557,1.766,0.384,2.097,25.316,39.941,48.304,NA,37.854,-0.344,-0.02,-0.055,-0.159,0.027,0.653,0.122
"698","70-.007-.0021.","Ischnomera_cyanea","Oedemeridae",1,NA,1,1,"*","h",0,"","",8,96.45,10.502,7.456,2.492,1.543,0.619,1.179,1.281,1.319,1.447,5.329,0.96,6.396,2.606,14.121,2.454,0.744,3.985,0.407,0.144,0.354,0.5,0.144,1.426,0.277,1.286,1.504,0.278,1.451,1.655,0.31,1.962,64.695,37.143,53.15,23.581,44.642,-0.131,-0.083,-0.149,0.149,0.062,0.651,0.135
"699","71-.001-.001-.","Pytho_depressus","Pythidae",2,NA,1,1,"*","s",0,"","",11.75,107.99,32.503,10.649,3.936,2.401,0.61,1.54,1.826,1.698,2.347,7,1.828,9.164,3.644,27.882,2.515,1.166,3.652,0.76,0.235,0.309,0.501,0.173,1.68,0.533,1.697,1.793,0.544,1.96,2.323,0.623,2.303,4.414,6.441,4.923,12.587,7.091,0.006,-0.144,-0.095,0.249,-0.098,0.242,-0.161
"700","71-.001-.002-.","Pytho_abieticola","Pythidae",1,NA,1,1,"0","ex",0,"","",9,88.7,22.24,9.757,3.641,2.031,0.558,1.334,1.634,1.445,2.164,6.845,1.815,8.787,3.485,25.239,2.521,0.881,2.59,0.699,0.403,0.577,0.426,0.141,1.463,0.468,1.271,1.803,0.553,1.647,2.182,0.635,1.761,17.136,15.712,18.182,NA,17.01,0.007,-0.207,-0.062,0.055,-0.157,-0.022,-0.25
"701","71-.001-.003-.","Pytho_kolwensis","Pythidae",1,NA,1,0,NA,NA,0,"","",NA,NA,57.383,12.623,4.818,2.655,0.551,2.059,2.153,2.075,2.888,8.187,2.357,10.664,4.047,35.432,2.635,1.62,4.879,0.866,0.329,0.38,0.639,0.219,1.709,0.672,1.618,1.867,0.705,2.372,2.19,0.724,3.121,9.294,11.08,9.758,NA,10.044,0.056,-0.009,-0.088,0.41,-0.236,0.379,-0.059
"702","711.001-.001-.","Lissodema_cursor","Salpingidae",1,NA,1,1,"*","h",0,"","",3,114.74,0.71,3.064,1.002,0.774,0.772,0.431,0.661,0.71,0.741,2.057,0.533,3.482,1.198,3.434,2.907,0.207,0.849,0.169,0.085,0.503,0.188,0.026,0.486,0.171,0.417,0.497,0.188,0.473,0.53,0.189,0.529,28.689,34.392,19.493,22.727,26.325,-0.244,-0.273,0.003,-0.258,-0.204,-0.094,-0.1
"703","711.001-.002-.","Lissodema_denticolle","Salpingidae",1,NA,1,1,"*","h",0,"","",2,116.87,NA,2.279,NA,NA,NA,0.324,0.538,0.499,0.546,1.53,0.468,NA,NA,NA,NA,NA,0.731,0.202,0.076,0.376,0.167,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.075,3.663,21.368,NA,13.369,NA,-0.287,NA,NA,NA,0.023,0.029
"704","711.003-.001-.","Rabocerus_foveolatus","Salpingidae",1,NA,1,1,"*","s",0,"","",3.3,124.64,1.384,3.1,1.005,0.926,0.921,0.677,0.639,0.551,0.705,1.993,0.662,3.878,1.336,3.998,2.903,0.346,0.933,0.296,0.138,0.466,0.15,0.015,0.548,0.16,0.517,0.538,0.169,0.542,0.579,0.18,0.598,0,0,0,0,0,-0.252,0.168,0.101,0.246,-0.095,-0.01,-0.335
"705","711.003-.002-.","Rabocerus_gabrieli","Salpingidae",1,NA,1,1,"*","s",0,"","",3.5,123.12,1.59,3.002,1.213,0.869,0.716,0.575,0.725,0.569,0.771,1.956,0.508,4.283,1.405,4.63,3.048,0.343,0.985,0.361,0.062,0.172,0.18,0.026,0.531,0.159,0.6,0.542,0.178,0.604,0.603,0.184,0.665,0,0,0,0,0,-0.035,0.034,0.227,0.269,-0.097,0.073,-0.126
"706","711.004-.001-.","Sphaeriestes_castaneus","Salpingidae",1,NA,1,1,"*","h",0,"","",3.15,117.53,0.94,2.935,0.871,0.824,0.946,0.657,0.717,0.627,0.81,2.036,0.557,3.217,0.95,2.947,3.386,0.319,0.916,0.16,0.085,0.531,0.176,0.025,0.582,0.194,0.511,0.491,0.192,0.512,0.657,0.209,0.58,0,29.63,0,15.81,11.36,-0.346,0.188,-0.04,0.217,0.015,0.021,-0.13
"707","711.004-.002-.","Sphaeriestes_bimaculatus","Salpingidae",1,NA,1,1,"R","es",0,"","",3,87.26,1.312,6.593,2.403,1.511,0.629,1.3,1.208,1.165,1.259,4.148,1.15,6.872,2.508,12.556,2.74,0.104,1.975,0.401,0.183,0.456,0.352,0.085,1.037,0.313,0.966,1.198,0.305,1.066,1.333,0.353,1.216,11.538,11.111,7.5,10.557,10.177,-0.057,0.127,0.028,-1.693,-0.144,0.06,-0.113
"708","711.005-.001-.","Vincenzellus_ruficollis","Salpingidae",1,NA,1,1,"*","h",0,"","",3,111.71,0.908,2.978,1.048,0.804,0.767,0.722,0.576,0.654,0.654,1.785,0.519,3.346,1.244,3.099,2.69,0.293,0.803,0.339,0.109,0.322,0.174,0.024,0.457,0.152,0.466,0.502,0.152,0.45,0.518,0.176,0.497,37.037,37.681,23.857,40.9,34.869,-0.174,0.269,-0.013,0.118,-0.24,-0.124,-0.153
"709","711.006-.002-.","Salpingus_planirostris","Salpingidae",1,NA,1,1,"*","sh",0,"","",3.25,113.35,1.117,3.113,1.158,0.762,0.658,0.773,0.571,0.673,0.664,1.796,0.504,3.431,1.175,3.228,2.92,0.346,0.791,NA,NA,NA,0.163,0.018,0.521,0.157,0.497,0.529,0.157,0.499,0.506,0.175,0.51,0,0,0,0,0,-0.114,0.297,-0.026,0.241,-0.149,-0.179,-0.255
"710","711.006-.003-.","Salpingus_ruficollis","Salpingidae",1,NA,1,1,"*","h",0,"","",3.9,118.35,4.043,4.395,1.514,0.999,0.66,0.956,0.659,0.681,0.852,2.56,0.682,4.867,1.629,6.59,2.988,0.614,1.087,0.268,0.1,0.373,0.251,0.035,0.658,0.196,0.629,0.68,0.196,0.614,0.748,0.211,0.691,0,0,0,0,0,-0.155,0.192,0.029,0.475,-0.23,-0.172,-0.112
"711","713.001-.001-.","Prostomis_mandibularis","Prostomidae",2,NA,1,1,"2","es",0,"","",5,122.36,3.091,6.333,1.501,0.975,0.649,1.334,1.473,1.282,1.366,3.544,0.723,4.779,1.889,7.353,2.53,0.42,1.798,1.165,0.39,0.334,0.31,0.055,0.662,0.263,0.595,0.742,0.264,0.574,0.782,0.296,0.631,9.511,10.256,13.14,NA,10.969,-0.491,0.19,-0.301,-0.261,-0.556,0.002,-0.208
"712","72-.001-.001-.","Pyrochroa_coccinea","Pyrochroidae",1,NA,1,1,"*","h",0,"","",16,96.22,79.02,12.407,5.669,3.536,0.624,1.923,1.948,1.991,2.659,9.605,2.646,13.254,5.068,56.139,2.615,1.408,4.749,0.882,0.303,0.344,1,0.341,3.112,0.684,2.466,3.26,0.718,3.297,3.816,0.815,3.907,4.228,45.865,21.542,5.09,19.181,0.234,-0.062,0.144,0.287,0.379,0.367,0.403
"713","72-.001-.002-.","Pyrochroa_serraticornis","Pyrochroidae",1,NA,1,1,"*","h",0,"","",12,109.5,43.08,12.687,5.093,2.864,0.562,1.848,1.981,1.737,2.447,8.601,2.191,11.664,4.572,41.638,2.551,1.035,4.765,0.794,0.359,0.452,0.862,0.274,2.484,0.569,2.243,2.882,0.602,2.802,3.238,0.55,3.25,38.793,36.636,31.696,18.454,31.395,0.107,-0.122,-0.003,-0.043,0.133,0.35,0.236
"714","72-.002-.001-.","Schizotus_pectinicornis","Pyrochroidae",1,NA,1,1,"*","h",0,"","",8.5,113.29,36.376,10.82,3.381,2.195,0.649,1.5,1.418,1.287,1.709,7.189,1.71,9.369,3.641,26.515,2.573,1.372,5.695,0.529,0.086,0.163,0.78,0.219,1.666,0.41,1.664,2.133,0.466,2.034,2.342,0.496,2.35,35.608,52.925,39.181,19.91,36.906,-0.16,-0.185,-0.086,0.396,-0.121,0.672,0.269
"715","73-.001-.003-.","Scraptia_fuscula","Scraptiidae",1,NA,1,1,"*","mh",0,"","",2,121.52,0.232,2.571,0.727,0.48,0.66,0.43,0.503,0.366,0.7,1.874,0.579,2.577,1.15,2.27,2.241,0.102,1.028,0.128,0.088,0.688,0.301,0.037,0.461,0.138,0.347,NA,NA,NA,0.611,0.2,0.621,55.901,77.143,48.359,56.555,59.489,-0.408,-0.114,-0.148,-0.791,-0.098,0.256,0.518
"716","73-.003-.001-.","Cyrtanaspis_phalerata","Scraptiidae",1,NA,1,1,"G","ss",0,"","",3,133.25,1.978,3.604,1.572,1.142,0.726,0.596,0.647,0.783,1.271,2.715,0.63,4.057,1.886,5.628,2.151,0.351,1.249,0.142,0.051,0.359,0.319,0.045,0.769,0.157,0.503,0.852,0.185,0.773,0.715,0.242,0.926,40.248,86.614,103.175,NA,76.679,0.061,-0.098,0.017,0.113,0.107,0.146,0.294
"717","73-.004-.001-.","Anaspis_fasciata","Scraptiidae",1,NA,1,1,"*","h",0,"","",2.75,119.07,1.033,3.039,1.181,0.98,0.83,0.539,0.631,0.667,0.937,2.237,0.61,3.185,1.442,3.732,2.209,0.277,1.085,0.177,0.127,0.718,0.289,0.044,0.529,0.186,0.404,0.609,0.228,0.557,0.635,0.248,0.573,58.594,81.72,92.784,64.202,74.325,-0.072,-0.042,-0.079,0.041,-0.112,0.159,0.337
"718","73-.004-.005-.","Anaspis_bohemica","Scraptiidae",1,NA,1,1,"R","es",0,"","",2,NA,0.534,2.6,1.03,0.767,0.745,0.486,0.552,0.524,0.818,1.865,0.473,2.444,1.016,2.071,2.406,0.258,1.022,0.178,0.092,0.517,0.246,0.036,0.541,0.176,0.375,0.537,0.224,0.523,0.598,0.225,0.486,63.107,79.137,68,109.551,79.949,-0.069,-0.002,-0.211,0.124,0.052,0.24,0.307
"719","73-.004-.006-.","Anaspis_lurida","Scraptiidae",1,NA,1,1,"*","s",0,"","",3,143.98,NA,4.114,1.449,1.342,0.926,0.529,0.681,0.875,1.218,2.722,0.707,NA,NA,NA,NA,NA,1.209,0.275,0.1,0.364,0.285,0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.627,84.063,86.28,NA,75.99,-0.14,-0.339,NA,NA,NA,-0.006,0.07
"720","73-.004-.009-.","Anaspis_frontalis","Scraptiidae",3,NA,1,1,"*","sh",0,"","",3.4,132.85,1.775,4.897,1.592,1.395,0.876,0.804,0.863,0.876,1.283,3.343,0.804,4.597,1.813,7.023,2.535,0.253,1.48,0.272,0.154,0.564,0.438,0.101,0.961,0.282,0.762,1.073,0.399,1.04,1.027,0.397,1.053,25.681,72.928,84.483,65.435,62.132,-0.202,-0.081,-0.12,-0.518,0.05,0.039,0.354
"721","73-.004-.010-.","Anaspis_maculata","Scraptiidae",1,NA,1,1,"*","sh",0,"","",2,149.46,NA,3.251,1.065,0.758,0.712,0.337,0.548,0.582,0.825,2.287,0.548,NA,NA,NA,NA,NA,1.241,0.204,0.087,0.426,0.256,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.816,49.738,38.321,NA,42.959,-0.236,-0.574,NA,NA,NA,0.233,0.16
"722","73-.004-.011-.","Anaspis_septentrionalis","Scraptiidae",1,NA,1,1,"D","s",0,"","",3.25,125.54,1.762,2.97,1.203,1.008,0.838,0.651,0.637,0.687,1.02,2.421,0.629,3.384,1.381,3.751,2.45,0.47,1.05,0.23,0.054,0.235,0.283,0.037,0.592,0.18,0.403,0.73,0.243,0.605,0.732,0.284,0.575,68.807,57.884,71.542,57.239,63.868,-0.033,0.168,0.001,0.593,0.021,0.147,0.336
"723","73-.004-.012-.","Anaspis_thoracica","Scraptiidae",1,NA,1,1,"*","sh",0,"","",2.75,138.91,0.846,3.015,1.028,0.868,0.844,0.523,0.551,0.451,0.815,2.293,0.507,3.216,1.236,3.103,2.602,0.273,0.967,NA,NA,NA,0.287,0.026,0.573,0.173,0.473,0.663,0.247,0.667,0.684,0.259,0.545,125,16.908,108.481,104.167,88.639,-0.204,-0.065,-0.063,0.034,-0.025,0.051,0.337
"724","73-.004-.013-.","Anaspis_ruficollis","Scraptiidae",1,NA,1,1,"*","s",0,"","",2.75,81.84,1.251,3.147,1.208,0.802,0.664,0.423,0.585,0.641,0.949,2.202,0.638,3.1,1.388,3.534,2.233,0.354,1.066,0.23,0.064,0.278,0.259,0.033,0.502,0.177,0.428,0.674,0.218,0.604,0.72,0.243,0.568,69.307,42.601,78.37,49.27,59.887,-0.081,-0.316,-0.136,0.253,-0.196,0.11,0.199
"725","73-.004-.016-.","Anaspis_arctica","Scraptiidae",1,NA,1,0,NA,NA,0,"","",3.5,95.16,1.072,4.543,1.54,1.228,0.797,0.73,0.682,0.882,1.131,3.101,0.743,4.218,1.607,5.799,2.625,0.185,1.37,0.299,0.12,0.401,0.34,0.06,0.647,0.198,0.539,0.889,0.272,0.759,0.984,0.301,0.676,45.139,46.018,60.96,7.143,39.815,-0.168,-0.108,-0.142,-0.757,-0.277,0.03,0.164
"726","73-.004-.019-.","Anaspis_rufilabris","Scraptiidae",1,NA,1,1,"*","sh",0,"","",3,124,1.649,3.186,1.3,0.825,0.635,0.642,0.622,0.69,0.984,2.56,0.634,3.644,1.533,4.52,2.377,0.365,1.122,0.199,NA,NA,0.298,0.048,0.61,0.207,0.441,0.744,0.232,0.677,0.853,0.29,0.653,61.798,86.768,104.101,74.675,81.835,-0.019,0.09,0.015,0.271,-0.013,0.15,0.329
"727","73-.004-.020-.","Anaspis_melanostoma","Scraptiidae",1,NA,1,1,"*","s",0,"","",3,129.73,NA,3.749,1.416,1.342,0.948,0.513,0.718,0.839,1.185,2.938,0.754,NA,NA,NA,NA,NA,1.165,0.262,0.069,0.263,0.407,0.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.013,64.081,51.724,NA,45.939,-0.079,-0.284,NA,NA,NA,0.041,0.504
"728","73-.004-.021-.","Anaspis_costai","Scraptiidae",1,NA,1,1,"D","s",0,"","",3,139.15,0.975,2.769,1.122,0.917,0.817,NA,NA,0.586,0.891,2.193,0.569,2.744,1.295,2.833,2.119,0.344,NA,NA,NA,NA,0.236,0.031,NA,NA,NA,0.568,0.204,0.565,0.697,0.261,0.44,NA,89.888,95.575,63.83,83.098,-0.04,NA,-0.149,0.351,NA,NA,0.212
"729","73-.004-.022-.","Anaspis_flava","Scraptiidae",1,NA,1,1,"*","sh",0,"","",3.4,144.97,0.869,3.434,1.026,0.841,0.82,0.549,0.581,0.612,0.834,2.083,0.517,2.992,1.213,2.933,2.467,0.296,1.285,0.116,0.126,1.086,0.267,0.04,0.547,0.171,0.453,0.665,0.232,0.573,0.681,0.274,0.532,97.656,79.518,83.499,99.526,90.05,-0.323,-0.136,-0.246,-0.011,-0.19,0.218,0.156
"730","73-.004-.026-.","Anaspis_varians","Scraptiidae",1,NA,1,1,"G","s",0,"","",3.415,116.99,NA,2.338,1.059,0.924,0.873,0.448,0.617,0.541,0.909,1.794,0.544,NA,NA,NA,NA,NA,0.92,0.191,0.051,0.267,0.258,0.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.271,68.282,62.5,NA,64.351,0.054,0.014,NA,NA,NA,0.23,0.443
"731","73-.004-.031-.","Anaspis_quadrimaculata","Scraptiidae",1,NA,1,1,"D","ss",0,"","",2,129.62,NA,3.249,1.41,1.085,0.77,0.385,0.643,0.808,1.247,2.535,0.665,NA,NA,NA,NA,NA,1.089,0.236,0.128,0.542,0.293,0.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.67,75.908,84.211,NA,74.596,0.045,-0.44,NA,NA,NA,0.102,0.295
"732","74-.001-.001-.","Phytobaenus_amabilis","Aderidae",1,NA,1,1,"R","es",0,"","",2,NA,0.536,2.278,0.964,0.837,0.868,0.465,0.53,0.608,0.612,1.721,0.48,2.93,1.182,2.709,2.479,0.198,1.02,0.144,0.095,0.66,0.332,0.049,0.561,0.097,0.474,0.598,0.108,0.544,0.693,0.17,0.645,70.423,78.431,100,44.118,73.243,-0.017,0.075,0.084,-0.011,0.209,0.357,0.717
"733","74-.002-.008-.","Aderus_populneus","Aderidae",1,NA,1,1,"*","mh",0,"","",2.05,143.28,0.29,2.245,0.951,0.722,0.759,0.393,0.534,0.373,0.474,1.595,0.474,2.584,0.873,1.797,2.96,0.161,1.07,0.104,0.048,0.462,0.272,0.05,0.449,0.08,0.385,NA,NA,NA,0.569,0.166,0.625,179.191,139.831,73.497,120.65,128.292,-0.017,-0.08,-0.03,-0.201,0,0.418,0.53
"734","74-.003-.001-.","Euglenes_pygmaeus","Aderidae",1,"male",1,1,"3","ss",1,"male: antennae ca. 1/2 longer than (= 1.5 x as long as) in female; eyes much larger","",2,106.42,0.64,2.765,1.019,0.701,0.688,0.451,0.565,0.367,0.518,1.808,0.406,2.887,1.237,2.799,2.334,0.229,1.082,0.129,NA,NA,0.308,0.046,0.498,0.089,0.424,0.568,0.117,0.54,0.67,0.162,0.629,86.735,45.455,54.187,16.949,50.831,-0.135,-0.133,-0.097,-0.057,-0.087,0.241,0.48
"735","74-.003-.002-.","Euglenes_oculatus","Aderidae",1,"male",1,1,"3","s",1,"male: antennae ca. 1/2 longer than (= 1.5 x as long as) in female; eyes much larger","",2,143.09,0.23,2.56,0.835,0.579,0.693,0.479,0.558,0.376,0.483,1.67,0.434,2.656,1.061,2.062,2.503,0.112,1.997,0.15,0.171,1.14,0.358,0.073,0.459,0.105,0.411,0.413,0.12,0.424,0.703,0.217,0.629,86.42,95.041,60.096,74.38,78.984,-0.265,-0.002,-0.114,-0.699,-0.098,0.924,0.695
"736","74-.004-.001-.","Anidorus_nigrinus","Aderidae",2,"male",1,1,"*","mh",1,"male: much narrower than female","",2.05,102.16,0.626,2.393,0.983,0.777,0.791,0.506,0.519,0.499,0.537,1.683,0.465,2.765,1.047,2.302,2.642,0.272,1.36,0.172,NA,NA,0.246,0.025,0.537,0.122,0.413,0.604,0.122,0.539,0.712,0.17,0.712,41.237,3.711,47.363,14.793,26.776,-0.042,0.115,-0.016,0.258,0.12,0.6,0.376
"737","74-.007-.001-.","Pseudanidorus_pentatomus","Aderidae",1,NA,1,1,"1","es",0,"","",2,NA,0.32,3.139,1.458,1.104,0.757,0.757,0.839,0.719,0.704,2.233,0.72,3.73,1.442,4.248,2.587,0.075,1.293,0.194,0.158,0.814,0.377,0.09,0.575,0.148,0.53,0.67,0.169,0.653,0.74,0.249,0.732,104.089,87.819,50.754,63.467,76.532,0.109,0.268,0.051,-1.292,-0.058,0.305,0.576
"738","761.001-.001-.","Stenotrachelus_aeneus","Stenotrachelidae",1,NA,1,0,NA,NA,0,"","",NA,NA,39.845,12.702,3.236,2.192,0.677,2.096,2.023,1.854,2.132,10.103,1.619,21.406,7.864,141.678,2.722,0.281,6.454,0.667,0.377,0.565,1.003,0.581,3.813,0.881,3.845,4.058,0.845,4.569,5.234,0.832,5.233,19.037,15.992,14.18,30.708,19.979,-0.347,0.003,0.603,-1.346,0.561,0.653,0.386
"739","77-.001-.001-.","Pelecotoma_fennica","Ripiphoridae",1,NA,1,1,"2","ss",0,"","",4,148.06,1.178,3.712,1.072,1.067,0.995,0.584,0.675,0.857,0.824,3.03,0.469,3.101,1.267,3.551,2.448,0.332,1.049,0.164,0.08,0.488,0.323,0.059,0.638,0.154,0.603,0.673,0.185,0.736,0.839,0.215,0.873,41.667,43.689,71.295,47.458,51.027,-0.349,-0.145,-0.277,0.026,-0.107,-0.055,0.281
"740","77-.004-.001-.","Ripidius_quadriceps","Ripiphoridae",1,"male",1,0,"R","es",1,"male: winged with short elytrae, antennae flabellate; female: flightless, larval-like, antennae moniliform; ","",5,92.92,2.033,4.088,1.217,0.934,0.767,0.598,0.493,0.705,1.116,1.62,0.56,4.475,2.237,7.815,2,0.26,1.458,NA,NA,NA,0.467,0.104,0.838,0.15,0.639,0.922,0.157,0.819,1.064,0.165,0.882,52.846,44.803,42.857,NA,46.835,-0.308,-0.21,0.007,-0.312,0.078,0.187,0.569
"741","79-.001-.001-.","Tomoxia_bucephala","Mordellidae",3,NA,1,1,"*","mh",0,"","",7,122.8,12.633,7.058,2.387,2.279,0.955,1.584,2,1.752,2.376,4.22,1.151,8.39,3.367,24.353,2.492,0.519,1.604,0.622,0.312,0.501,0.802,0.369,1.673,0.383,1.475,1.875,0.525,1.682,2.055,0.827,1.763,17.765,35.127,31.975,43.997,32.216,-0.125,0.262,0.169,-0.158,0.272,-0.21,0.654
"742","79-.002-.001-.","Variimorda_villosa","Mordellidae",1,NA,1,1,"*","h",0,"","",7,108.57,5.316,6.897,1.811,1.957,1.081,1.197,1.418,1.273,1.811,3.474,0.872,4.82,1.999,7.703,2.411,0.69,1.767,0.504,0.27,0.536,0.574,0.193,0.964,0.168,0.871,1.357,0.337,1.183,1.279,0.365,1.026,28.209,33.149,51.606,NA,37.654,-0.38,0.003,-0.366,0.151,-0.258,-0.092,0.339
"743","79-.002-.002-.","Variimorda_briantea","Mordellidae",1,NA,1,1,"V","mh",0,"","",5,123.04,5.763,7.082,1.885,1.988,1.055,1.105,1.442,1.239,1.885,3.353,0.763,4.368,2.045,7.375,2.136,0.781,1.736,0.4,0.153,0.383,0.491,0.154,0.843,0.242,0.887,1.225,0.287,1.221,1.471,0.401,1.007,51.318,47.771,85.19,NA,61.426,-0.364,-0.101,-0.487,0.249,-0.416,-0.134,0.16
"744","79-.003-.006-.","Mordella_aculeata","Mordellidae",2,NA,1,1,"D","s",0,"","",6.5,110.4,5.703,8.89,2.532,2.523,0.996,1.573,1.942,1.827,2.554,4.675,1.241,6.221,2.645,14.177,2.352,0.402,2.631,0.551,0.306,0.556,0.741,0.361,1.29,0.347,1.322,1.491,0.392,2,1.81,0.745,1.336,36.374,34.402,41.831,48.954,40.39,-0.273,0.043,-0.327,-0.638,-0.198,0.077,0.382
"745","79-.003-.007-.","Mordella_brachyura","Mordellidae",1,NA,1,1,"*","h",0,"","",7.25,118.42,5.031,6.709,1.832,2.059,1.124,1.028,1.401,1.168,1.832,3.369,0.889,4.126,1.969,6.543,2.095,0.769,1.437,0.418,0.194,0.464,0.529,0.18,0.952,0.235,0.863,1.159,0.292,1.077,1.48,0.327,0.865,38.571,53.493,98.988,NA,63.684,-0.344,-0.124,-0.498,0.286,-0.246,-0.274,0.28
"746","79-.003-.008-.","Mordella_holomelaena","Mordellidae",1,NA,1,1,"*","h",0,"","",7.25,120.36,11.737,5.534,2.101,2.062,0.981,1.164,1.511,1.556,2.101,3.608,0.983,5.154,2.209,9.126,2.333,1.286,1.374,0.425,0.173,0.407,0.523,0.166,0.992,0.272,0.945,1.242,0.345,1.243,1.531,0.604,1.144,61.189,60.779,64.09,71.726,64.446,-0.034,0.177,-0.11,0.989,-0.029,-0.145,0.43
"747","79-.004-.001-.","Hoshihananomia_perlata","Mordellidae",1,NA,1,1,"G","ss",0,"","",8.4,95.29,27.65,10.37,3.265,3.648,1.117,1.671,2.106,2.754,3.26,6.548,1.593,8.262,3.147,21.038,2.625,1.314,2.16,0.81,0.257,0.317,0.802,0.393,1.596,0.204,1.585,1.951,0.445,1.94,2.359,0.8,1.752,23.756,24.555,19.472,45.763,28.386,-0.157,-0.038,-0.175,0.395,-0.125,-0.259,0.332
"748","79-.006-.001-.","Curtimorda_maculosa","Mordellidae",1,NA,1,1,"*","s",0,"","",4.5,116.02,9.702,4.963,2.072,1.989,0.96,0.93,1.45,1.074,2.007,3.108,1.087,4.505,1.921,7.145,2.345,1.358,1.109,0.287,0.071,0.247,0.408,0.111,0.807,0.216,0.748,0.949,0.281,0.969,1.204,0.458,0.838,83.624,89.768,97.516,68.545,84.863,0.05,0.053,-0.152,1.15,-0.136,-0.261,0.272
"749","79-.011-.052-.","Mordellistena_neuwaldeggiana","Mordellidae",1,NA,1,1,"*","h",0,"","",3,134.53,5.274,4.781,1.611,1.725,1.071,0.282,0.892,0.896,1.464,3.244,0.646,4.89,1.963,8.023,2.491,0.657,1.534,0.319,0.092,0.288,0.495,0.106,0.728,0.188,0.775,0.96,0.194,1.008,1.208,0.512,0.913,9.029,28.689,13.932,9.27,15.23,-0.168,-1.106,-0.038,0.462,-0.205,0.097,0.497
